"run","patientgetCOVIDVaccineStatusisUnvaccinated","patientgetCOVIDVaccineStatusispartiallyvaccinated","patientgetCOVIDVaccineStatusisfullyvaccinated","patientgetFluAVaccineStatusisUnvaccinated","patientgetFluAVaccineStatusispartiallyvaccinated","patientgetFluAVaccineStatusisfullyvaccinated","patientgetFluBVaccineStatusisUnvaccinated","patientgetFluBVaccineStatusispartiallyvaccinated","patientgetFluBVaccineStatusisfullyvaccinated","patientgetCOVIDInfectionStatusisSymptomatic","patientgetCOVIDInfectionStatusisAsymptomatic","patientgetCOVIDInfectionStatusisSusceptible","patientgetFluAInfectionStatusisSymptomatic","patientgetFluAInfectionStatusisAsymptomatic","patientgetFluAInfectionStatusisSusceptible","patientgetFluBInfectionStatusisSymptomatic","patientgetFluBInfectionStatusisAsymptomatic","patientgetFluBInfectionStatusisSusceptible","patientgetRecentCovidContactisYes","patientgetRecentCovidContactisNo","patientgetImmunocompromisedisYes","patientgetImmunocompromisedisNo","patientgetLFDCOVIDResultisPositive","patientgetLFDCOVIDResultisNegative","patientgetLFDFluAResultisPositive","patientgetLFDFluAResultisNegative","patientgetLFDFluBResultisPositive","patientgetLFDFluBResultisNegative","patientgetLIATCOVIDResultisPositive","patientgetLIATCOVIDResultisNegative","patientgetLIATFluAResultisPositive","patientgetLIATFluAResultisNegative","patientgetLIATFluBResultisPositive","patientgetLIATFluBResultisNegative","patientgetLabPCRCOVIDResultisPositive","patientgetLabPCRCOVIDResultisNegative","patientgetLabPCRFluAResultisPositive","patientgetLabPCRFluAResultisNegative","patientgetLabPCRFluBResultisPositive","patientgetLabPCRFluBResultisNegative","patientgetCepheidCOVIDResultisPositive","patientgetCepheidCOVIDResultisNegative","patientgetCepheidFluAResultisPositive","patientgetCepheidFluAResultisNegative","patientgetCepheidFluBResultisPositive","patientgetCepheidFluBResultisNegative","patientgetPHEThreeAltCOVIDResultisPositive","patientgetPHEThreeAltCOVIDResultisNegative"
14,41.0,14.0,486.0,448.0,0.0,93.0,448.0,0.0,93.0,4.0,30.0,507.0,12.0,14.0,515.0,12.0,14.0,515.0,26.0,515.0,51.0,1037.0,28.0,512.0,60.0,480.0,34.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,404.0
15,58.0,12.0,480.0,431.0,0.0,119.0,431.0,0.0,119.0,9.0,37.0,504.0,20.0,12.0,518.0,20.0,12.0,518.0,32.0,518.0,61.0,1042.0,41.0,508.0,54.0,495.0,34.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,416.0
16,60.0,11.0,474.0,430.0,0.0,115.0,430.0,0.0,115.0,7.0,37.0,501.0,15.0,11.0,519.0,15.0,11.0,519.0,26.0,519.0,55.0,1041.0,35.0,508.0,46.0,497.0,38.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,393.0
17,77.0,13.0,459.0,424.0,0.0,125.0,424.0,0.0,125.0,10.0,41.0,498.0,16.0,13.0,520.0,16.0,13.0,520.0,29.0,520.0,58.0,1040.0,37.0,511.0,47.0,501.0,35.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,413.0
18,54.0,12.0,468.0,431.0,0.0,103.0,431.0,0.0,103.0,5.0,32.0,497.0,13.0,12.0,509.0,13.0,12.0,509.0,25.0,509.0,51.0,1031.0,33.0,500.0,42.0,491.0,33.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,405.0
19,41.0,13.0,490.0,453.0,0.0,91.0,453.0,0.0,91.0,2.0,27.0,515.0,10.0,13.0,521.0,10.0,13.0,521.0,23.0,521.0,60.0,1041.0,29.0,513.0,45.0,497.0,28.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,420.0
20,59.0,9.0,489.0,435.0,0.0,122.0,435.0,0.0,122.0,6.0,40.0,511.0,23.0,9.0,525.0,23.0,9.0,525.0,32.0,525.0,55.0,1057.0,38.0,518.0,67.0,489.0,36.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,412.0
21,46.0,15.0,492.0,443.0,0.0,110.0,443.0,0.0,110.0,0.0,38.0,515.0,11.0,15.0,527.0,11.0,15.0,527.0,26.0,527.0,57.0,1062.0,30.0,523.0,51.0,502.0,33.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,420.0
22,59.0,5.0,493.0,443.0,0.0,114.0,443.0,0.0,114.0,0.0,46.0,511.0,24.0,5.0,528.0,24.0,5.0,528.0,29.0,528.0,60.0,1039.0,35.0,521.0,51.0,505.0,39.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,403.0
23,62.0,13.0,483.0,427.0,0.0,131.0,427.0,0.0,131.0,0.0,45.0,513.0,18.0,13.0,527.0,18.0,13.0,527.0,31.0,527.0,59.0,1049.0,42.0,516.0,54.0,504.0,37.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,409.0
24,51.0,7.0,499.0,459.0,0.0,98.0,459.0,0.0,98.0,0.0,36.0,521.0,16.0,7.0,534.0,16.0,7.0,534.0,23.0,534.0,52.0,1061.0,31.0,525.0,42.0,514.0,26.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,415.0
25,64.0,10.0,482.0,438.0,0.0,118.0,438.0,0.0,118.0,0.0,41.0,515.0,19.0,10.0,527.0,19.0,10.0,527.0,29.0,527.0,60.0,1057.0,32.0,522.0,55.0,499.0,34.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,400.0
26,62.0,18.0,467.0,425.0,0.0,122.0,425.0,0.0,122.0,0.0,53.0,494.0,20.0,18.0,509.0,20.0,18.0,509.0,38.0,509.0,70.0,1020.0,42.0,504.0,56.0,490.0,47.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,415.0
27,65.0,8.0,468.0,410.0,0.0,131.0,410.0,0.0,131.0,0.0,40.0,501.0,23.0,8.0,510.0,23.0,8.0,510.0,31.0,510.0,69.0,1020.0,31.0,510.0,50.0,491.0,39.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,393.0
28,59.0,7.0,500.0,454.0,0.0,112.0,454.0,0.0,112.0,0.0,36.0,530.0,13.0,7.0,546.0,13.0,7.0,546.0,20.0,546.0,54.0,1062.0,28.0,537.0,47.0,518.0,28.0,537.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,433.0
29,66.0,8.0,484.0,439.0,0.0,119.0,439.0,0.0,119.0,0.0,49.0,509.0,17.0,8.0,533.0,17.0,8.0,533.0,25.0,533.0,67.0,1040.0,41.0,516.0,33.0,524.0,31.0,526.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,420.0
30,43.0,12.0,499.0,460.0,0.0,94.0,460.0,0.0,94.0,0.0,33.0,521.0,12.0,12.0,530.0,12.0,12.0,530.0,24.0,530.0,51.0,1045.0,27.0,526.0,46.0,507.0,36.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,422.0
31,72.0,11.0,475.0,421.0,0.0,137.0,421.0,0.0,137.0,0.0,70.0,488.0,25.0,11.0,522.0,25.0,11.0,522.0,36.0,522.0,71.0,1039.0,60.0,497.0,52.0,505.0,43.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,396.0
32,50.0,10.0,481.0,432.0,0.0,109.0,432.0,0.0,109.0,0.0,44.0,497.0,15.0,10.0,516.0,15.0,10.0,516.0,25.0,516.0,53.0,1034.0,27.0,513.0,50.0,490.0,39.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,416.0
33,55.0,16.0,490.0,447.0,0.0,114.0,447.0,0.0,114.0,0.0,61.0,500.0,18.0,16.0,527.0,18.0,16.0,527.0,34.0,527.0,60.0,1041.0,49.0,511.0,58.0,502.0,37.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,413.0
34,48.0,4.0,492.0,450.0,0.0,94.0,450.0,0.0,94.0,0.0,33.0,511.0,15.0,4.0,525.0,15.0,4.0,525.0,19.0,525.0,46.0,1052.0,28.0,515.0,42.0,501.0,32.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,414.0
35,59.0,12.0,479.0,434.0,0.0,116.0,434.0,0.0,116.0,0.0,57.0,493.0,19.0,12.0,519.0,19.0,12.0,519.0,31.0,519.0,56.0,1045.0,39.0,510.0,59.0,490.0,35.0,514.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,400.0
36,57.0,11.0,474.0,433.0,0.0,109.0,433.0,0.0,109.0,0.0,41.0,501.0,16.0,11.0,515.0,16.0,11.0,515.0,27.0,515.0,59.0,1041.0,32.0,509.0,53.0,488.0,37.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,408.0
37,69.0,5.0,494.0,439.0,0.0,129.0,439.0,0.0,129.0,0.0,51.0,517.0,14.0,5.0,549.0,14.0,5.0,549.0,19.0,549.0,62.0,1056.0,40.0,527.0,42.0,525.0,27.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,411.0
38,39.0,5.0,513.0,465.0,0.0,92.0,465.0,0.0,92.0,0.0,35.0,522.0,10.0,5.0,542.0,10.0,5.0,542.0,15.0,542.0,43.0,1079.0,27.0,530.0,47.0,510.0,18.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,424.0
39,57.0,8.0,492.0,453.0,0.0,104.0,453.0,0.0,104.0,0.0,51.0,506.0,18.0,8.0,531.0,18.0,8.0,531.0,26.0,531.0,53.0,1061.0,34.0,522.0,50.0,506.0,26.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,424.0
40,60.0,15.0,479.0,440.0,0.0,114.0,440.0,0.0,114.0,0.0,52.0,502.0,14.0,15.0,525.0,14.0,15.0,525.0,29.0,525.0,64.0,1043.0,41.0,512.0,48.0,505.0,38.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,396.0
41,65.0,5.0,484.0,452.0,0.0,102.0,452.0,0.0,102.0,0.0,56.0,498.0,24.0,5.0,525.0,24.0,5.0,525.0,29.0,525.0,57.0,1049.0,41.0,512.0,56.0,497.0,40.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,396.0
42,62.0,9.0,478.0,427.0,0.0,122.0,427.0,0.0,122.0,0.0,50.0,499.0,16.0,9.0,524.0,16.0,9.0,524.0,25.0,524.0,49.0,1054.0,36.0,511.0,51.0,496.0,32.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,399.0
43,53.0,10.0,486.0,458.0,0.0,91.0,458.0,0.0,91.0,0.0,44.0,505.0,14.0,10.0,525.0,14.0,10.0,525.0,24.0,525.0,56.0,1032.0,37.0,511.0,40.0,508.0,30.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,416.0
44,45.0,10.0,496.0,442.0,0.0,109.0,442.0,0.0,109.0,0.0,48.0,503.0,18.0,10.0,523.0,18.0,10.0,523.0,28.0,523.0,51.0,1049.0,36.0,513.0,49.0,500.0,31.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,402.0
45,59.0,12.0,479.0,424.0,0.0,126.0,424.0,0.0,126.0,0.0,61.0,489.0,24.0,12.0,514.0,24.0,12.0,514.0,36.0,514.0,63.0,1038.0,49.0,500.0,58.0,491.0,41.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,405.0
46,55.0,10.0,492.0,442.0,0.0,115.0,442.0,0.0,115.0,0.0,53.0,504.0,13.0,10.0,534.0,13.0,10.0,534.0,23.0,534.0,45.0,1064.0,42.0,515.0,58.0,499.0,32.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,400.0
47,54.0,14.0,478.0,440.0,0.0,106.0,440.0,0.0,106.0,0.0,55.0,491.0,20.0,14.0,512.0,20.0,14.0,512.0,34.0,512.0,67.0,1039.0,39.0,506.0,54.0,491.0,42.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,383.0
48,49.0,12.0,493.0,443.0,0.0,111.0,443.0,0.0,111.0,0.0,48.0,506.0,20.0,12.0,522.0,20.0,12.0,522.0,32.0,522.0,59.0,1038.0,49.0,504.0,55.0,498.0,36.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,416.0
49,58.0,9.0,491.0,445.0,0.0,113.0,445.0,0.0,113.0,0.0,46.0,512.0,17.0,9.0,532.0,17.0,9.0,532.0,26.0,532.0,52.0,1053.0,33.0,524.0,49.0,508.0,37.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,416.0
50,50.0,9.0,483.0,440.0,0.0,102.0,440.0,0.0,102.0,0.0,46.0,496.0,15.0,9.0,518.0,15.0,9.0,518.0,24.0,518.0,45.0,1040.0,41.0,499.0,46.0,494.0,37.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,405.0
51,46.0,11.0,497.0,458.0,0.0,96.0,458.0,0.0,96.0,0.0,46.0,508.0,13.0,11.0,530.0,13.0,11.0,530.0,24.0,530.0,52.0,1071.0,35.0,518.0,50.0,503.0,31.0,522.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,421.0
52,58.0,9.0,490.0,442.0,0.0,115.0,442.0,0.0,115.0,0.0,59.0,498.0,21.0,9.0,527.0,21.0,9.0,527.0,30.0,527.0,67.0,1047.0,52.0,504.0,51.0,505.0,43.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,411.0
53,55.0,10.0,488.0,437.0,0.0,116.0,437.0,0.0,116.0,0.0,57.0,496.0,19.0,10.0,524.0,19.0,10.0,524.0,29.0,524.0,53.0,1054.0,38.0,514.0,52.0,500.0,34.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,393.0
54,59.0,15.0,470.0,428.0,0.0,116.0,428.0,0.0,116.0,0.0,57.0,487.0,16.0,15.0,513.0,16.0,15.0,513.0,31.0,513.0,58.0,1021.0,47.0,496.0,62.0,481.0,46.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,398.0
55,56.0,12.0,503.0,448.0,0.0,123.0,448.0,0.0,123.0,0.0,54.0,517.0,19.0,12.0,540.0,19.0,12.0,540.0,31.0,540.0,58.0,1054.0,45.0,525.0,57.0,513.0,39.0,531.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,419.0
56,48.0,9.0,488.0,446.0,0.0,99.0,446.0,0.0,99.0,0.0,45.0,500.0,15.0,9.0,521.0,15.0,9.0,521.0,24.0,521.0,54.0,1055.0,36.0,508.0,51.0,493.0,32.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,405.0
57,60.0,12.0,478.0,433.0,0.0,117.0,433.0,0.0,117.0,0.0,60.0,490.0,16.0,12.0,522.0,16.0,12.0,522.0,28.0,522.0,51.0,1051.0,47.0,502.0,64.0,485.0,37.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,397.0
58,63.0,10.0,471.0,432.0,0.0,112.0,432.0,0.0,112.0,0.0,54.0,490.0,15.0,10.0,519.0,15.0,10.0,519.0,25.0,519.0,48.0,1057.0,48.0,495.0,42.0,501.0,38.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,403.0
59,56.0,13.0,483.0,443.0,0.0,109.0,443.0,0.0,109.0,0.0,57.0,495.0,17.0,13.0,522.0,17.0,13.0,522.0,30.0,522.0,57.0,1046.0,45.0,506.0,55.0,496.0,38.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,397.0
60,64.0,13.0,469.0,421.0,0.0,125.0,421.0,0.0,125.0,0.0,63.0,483.0,17.0,13.0,516.0,17.0,13.0,516.0,30.0,516.0,60.0,1038.0,58.0,488.0,55.0,491.0,47.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,379.0
61,58.0,14.0,480.0,423.0,0.0,129.0,423.0,0.0,129.0,0.0,43.0,509.0,20.0,14.0,518.0,20.0,14.0,518.0,34.0,518.0,63.0,1041.0,33.0,519.0,61.0,491.0,48.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,409.0
